ID,active_from,active_to,birth_date,college,height (in),name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,NBA Games Played,fg%,ppg,effective pct,height/weight,3pt %,Success
2339,1998,2004,10-Dec-73,Wake Forest University,74,Rusty LaRue,G,210,1.7,0.318,0.6,0.431,0.376,1.9,5.1,0.841,0.6,0.7,98,5,3.3,0.434,1.4,0.6,4.7,0.45,2.1,0.865,0.7,0.6,107,6.2,0.006960227,0.0752,0.049833887,0.057466667,0.07047619,0.0318,0.291736971
2350,2015,2018,10-Mar-95,"University of California, Los Angeles",77,Zach LaVine,G,189,4,0.373,1.5,0.501,0.437,5.1,11.7,0.82,2.2,2.7,230,14,3.5,0.375,1.3,0.52,7.8,0.441,3.4,0.691,1.8,1.3,37,9.4,0.016335227,0.0874,0.139534884,0.0668,0.081481481,0.0373,0.428851592
2352,2008,2011,25-Jan-85,Texas A&M University,75,Acie Law,G,195,0.6,0.235,0.1,0.434,0.413,1.4,3.4,0.778,0.9,1.2,188,3.9,2.6,0.357,0.9,0.51,10.6,0.466,5,0.76,3.7,2.8,122,13.7,0.013352273,0.0826,0.038870432,0.057866667,0.076923077,0.0235,0.293112448
2356,2010,2017,3-Nov-87,University of North Carolina,71,Ty Lawson,G,195,2.4,0.359,0.9,0.504,0.46,4.5,9.8,0.77,2.7,3.6,551,12.7,2.6,0.403,1.1,0.58,8.5,0.517,4.4,0.78,4.1,3.2,105,13.1,0.039133523,0.092,0.126578073,0.0672,0.072820513,0.0359,0.433632109
2357,2017,2018,7-Mar-94,University of Maryland,81,Jake Layman,F,210,1,0.239,0.2,0.357,0.294,0.6,2,0.75,0.2,0.3,69,1.6,3.9,0.362,1.4,0.53,7.7,0.445,3.4,0.759,2.6,1.9,141,10.2,0.004900568,0.0588,0.015946844,0.0476,0.077142857,0.0239,0.228290269
2359,2018,2018,30-Apr-97,"University of California, Los Angeles",82,T.J. Leaf,F,222,0.8,0.462,0.3,0.54,0.468,1.1,2.4,0.643,0.2,0.3,52,2.8,1.7,0.466,0.8,0.65,10.9,0.617,6.7,0.679,3,2.1,35,16.3,0.003693182,0.0936,0.027906977,0.072,0.073873874,0.0462,0.317274032
2368,2009,2018,3-Oct-85,Western Kentucky University,77,Courtney Lee,G,200,2.9,0.389,1.1,0.517,0.451,3.8,8.4,0.856,1.3,1.5,752,10,4.8,0.401,1.9,0.53,13.6,0.464,6.3,0.817,3.7,3.1,127,17.6,0.053409091,0.0902,0.099667774,0.068933333,0.077,0.0389,0.428110198
2369,2018,2018,21-Oct-92,"Drexel University, University of Louisville",78,Damion Lee,G,210,4,0.268,1.1,0.472,0.418,4.2,10.1,0.778,1.5,1.9,14,11,5.7,0.362,2.1,0.53,11.7,0.433,5.1,0.843,4.6,3.9,125,16.1,0.000994318,0.0836,0.109634551,0.062933333,0.074285714,0.0268,0.358247917
2373,1992,1995,24-Oct-64,"Texas A&M University, Purdue University",77,Doug Lee,G-F,200,0.8,0.31,0.2,0.473,0.412,0.8,2,0.7,0.4,0.5,73,2.3,3.1,0.383,1.2,0.57,6.3,0.482,3,0.662,1.8,1.2,116,7.6,0.005184659,0.0824,0.022923588,0.063066667,0.077,0.031,0.281574914
2377,1991,1991,3-Jun-67,"Western Kentucky University, Towson University",75,Kurk Lee,G,190,0.3,0.2,0.1,0.289,0.268,0.4,1.5,0.893,0.5,0.6,48,1.4,4.6,0.353,1.6,0.52,10.8,0.446,4.8,0.831,3.9,3.2,122,14.1,0.003409091,0.0536,0.013953488,0.038533333,0.078947368,0.02,0.208443281
2378,2012,2015,22-May-90,"University of California, Los Angeles",77,Malcolm Lee,G,200,0.9,0.294,0.3,0.419,0.382,1.4,3.8,0.703,0.7,1,36,3.9,2.7,0.278,0.8,0.49,7.5,0.441,3.3,0.717,3.2,2.3,94,9.7,0.002556818,0.0764,0.038870432,0.055866667,0.077,0.0294,0.280093917
2384,1990,2000,26-Dec-66,La Salle University,76,Tim Legler,G,200,1.9,0.431,0.8,0.523,0.447,2.5,5.5,0.84,1.3,1.5,310,7,5.3,0.456,2.4,0.59,11.3,0.486,5.5,0.791,2.2,1.8,121,14,0.022017045,0.0894,0.069767442,0.069733333,0.076,0.0431,0.370017821
2387,2014,2018,16-Jun-93,University of Maryland,85,Alex Len,C,260,0.1,0.24,0,0.485,0.484,2.7,5.6,0.708,1.7,2.4,334,7.2,0.2,0.111,0,0.54,7,0.538,3.8,0.663,3.3,2.2,60,9.7,0.023721591,0.0968,0.071760797,0.064666667,0.065384615,0.024,0.34633367
2388,1996,2006,14-May-73,University of Minnesota,76,Voshon Lenard,G,205,4.3,0.384,1.7,0.494,0.415,4.3,10.4,0.787,1.6,2.1,565,11.9,5.9,0.366,2.2,0.54,12.7,0.448,5.7,0.802,3.7,3,127,16.6,0.040127841,0.083,0.118604651,0.065866667,0.074146341,0.0384,0.4201455
2391,2012,2018,29-Jun-91,San Diego State University,79,Kawhi Leonard,F,230,3.4,0.386,1.3,0.549,0.495,6,12.1,0.846,3.1,3.7,407,16.3,2.3,0.25,0.6,0.48,12,0.449,5.4,0.744,3.7,2.8,70,14.1,0.02890625,0.099,0.162458472,0.0732,0.068695652,0.0386,0.470860374
2392,2013,2018,27-Feb-92,University of Illinois at Urbana-Champaign,85,Meyers Leonard,C-F,245,1.8,0.373,0.7,0.542,0.468,2.1,4.5,0.824,0.6,0.7,331,5.5,0.2,0.083,0,0.56,5.4,0.567,3,0.729,2.2,1.6,65,7.7,0.023508523,0.0936,0.054817276,0.072266667,0.069387755,0.0373,0.35088022
2397,1990,1991,23-Dec-65,University of Florida,75,Clifford Lett,G,170,0.1,0,0,0.432,0.432,1.5,3.4,0.667,0.5,0.8,11,3.5,1.5,0.353,0.5,0.55,4.1,0.486,2,0.667,2.3,1.5,130,5.9,0.00078125,0.0864,0.034883721,0.0576,0.088235294,0,0.267900265
2398,2012,2018,14-May-89,University of Wisconsin,82,Jon Leuer,F,228,1.1,0.335,0.4,0.51,0.478,2.7,5.7,0.769,0.9,1.1,336,6.7,2.2,0.368,0.8,0.53,8.7,0.482,4.2,0.723,2.7,2,123,11.2,0.023863636,0.0956,0.066777409,0.068,0.071929825,0.0335,0.35967087
2401,2017,2018,25-Aug-94,University of Michigan,79,Caris LeVert,G-F,203,3.3,0.336,1.1,0.507,0.442,3.8,8.7,0.712,1.6,2.2,127,10.4,3.2,0.401,1.3,0.52,8.2,0.434,3.6,0.77,2.6,2,103,10.4,0.009019886,0.0884,0.103654485,0.0676,0.077832512,0.0336,0.380106884
2410,2000,2004,26-Jun-77,University of Minnesota,79,Quincy Lewis,F,215,0.7,0.333,0.2,0.429,0.397,1.5,3.7,0.71,0.4,0.6,159,3.6,2.9,0.344,1,0.51,10.4,0.46,4.8,0.723,2.9,2.1,127,12.7,0.011292614,0.0794,0.035880399,0.0572,0.073488372,0.0333,0.290561384
2413,1988,1993,21-Nov-65,Northeastern University,79,Reggie Lewis,G-F,195,0.3,0.2,0.1,0.49,0.488,7.1,14.6,0.824,3.3,4,450,17.6,3.1,0.33,1,0.52,17.2,0.497,8.5,0.756,6.4,4.9,122,22.2,0.031960227,0.0976,0.175415282,0.065333333,0.081025641,0.02,0.471334484
2414,1991,1994,27-Oct-68,University of Illinois at Urbana-Champaign,80,Marcus Liberty,F,205,0.7,0.34,0.2,0.435,0.417,2.9,7,0.664,1.2,1.7,267,7.3,0.5,0.424,0.2,0.51,10,0.495,5,0.769,3.2,2.5,65,12.6,0.018963068,0.0834,0.072757475,0.058,0.07804878,0.034,0.345169324
2415,1990,1994,8-Jan-67,Stanford University,76,Todd Lichti,G-F,205,0.3,0.244,0.1,0.466,0.46,3.1,6.7,0.789,1.6,2.1,237,7.9,2.5,0.477,1.2,0.59,12.3,0.538,6.6,0.84,5.6,4.7,124,18.8,0.016832386,0.092,0.078737542,0.062133333,0.074146341,0.0244,0.348249603
2417,2012,2018,31-Mar-88,University of Kentucky,78,DeAndre Liggins,G,209,0.7,0.352,0.2,0.472,0.404,0.7,1.8,0.549,0.3,0.5,175,2,1.9,0.332,0.6,0.46,4.8,0.407,1.9,0.643,2,1.3,100,5.8,0.012428977,0.0808,0.019933555,0.062933333,0.074641148,0.0352,0.285937014
2420,2013,2018,15-Jul-90,Weber State University,75,Damian Lillard,G,195,7.3,0.369,2.7,0.508,0.432,7.7,17.7,0.885,5.1,5.7,467,23.1,6.1,0.39,2.4,0.54,12.6,0.446,5.6,0.867,5.8,5,104,18.6,0.033167614,0.0864,0.230232558,0.067733333,0.076923077,0.0369,0.531356582
2421,2011,2018,23-Aug-88,Harvard University,75,Jeremy Lin,G,200,2.8,0.35,1,0.484,0.433,4.1,9.4,0.805,2.9,3.6,406,12,2.8,0.333,0.9,0.53,9.1,0.481,4.4,0.733,4.3,3.2,115,12.9,0.028835227,0.0866,0.119601329,0.064533333,0.075,0.035,0.40956989
2426,1997,2007,2-Apr-75,Louisiana State University,76,Randy Livingston,G,209,0.5,0.351,0.2,0.429,0.406,1.5,3.7,0.771,0.6,0.8,203,3.8,2.9,0.247,0.7,0.43,9.2,0.392,3.6,0.72,3.4,2.5,29,10.4,0.014417614,0.0812,0.037873754,0.0572,0.072727273,0.0351,0.298518641
2444,1988,1998,29-Sep-64,University of Iowa,83,Brad Lohaus,F-C,230,1.7,0.361,0.6,0.496,0.44,2.4,5.3,0.733,0.6,0.8,656,5.9,1.3,0.356,0.5,0.51,5.2,0.467,2.4,0.695,1.8,1.2,115,6.3,0.046590909,0.088,0.058803987,0.066133333,0.072173913,0.0361,0.367802142
2449,2017,2017,29-Jan-93,University of Louisiana at Lafayette,81,Shawn Long,C-F,255,1.1,0.368,0.4,0.592,0.56,3.4,6.1,0.543,1.1,1.9,18,8.2,2.4,0.341,0.8,0.54,12.8,0.503,6.5,0.676,5.3,3.6,135,17.3,0.001278409,0.112,0.081727575,0.078933333,0.063529412,0.0368,0.374268729
2452,2016,2018,6-Feb-96,"University of California, Los Angeles",81,Kevon Looney,F-C,220,0.1,0.25,0,0.564,0.557,1.3,2.4,0.573,0.5,0.9,123,3.2,1.5,0.415,0.6,0.51,8.9,0.47,4.2,0.626,4.1,2.6,36,11.6,0.008735795,0.1114,0.031893688,0.0752,0.073636364,0.025,0.325865847
2453,2009,2018,1-Apr-88,Stanford University,85,Brook Lopez,C,275,1.2,0.334,0.4,0.516,0.502,6.9,13.8,0.789,3.7,4.7,634,17.9,0.4,0.143,0.1,0.48,12.7,0.48,6.1,0.764,4.9,3.7,53,16,0.045028409,0.1004,0.178405316,0.0688,0.061818182,0.0334,0.487851907
2454,1999,2002,19-Dec-74,St. John's University,77,Felipe Lopez,G,199,0.6,0.327,0.2,0.451,0.432,2.2,5.1,0.659,1.2,1.8,249,5.8,4.4,0.296,1.3,0.46,14.2,0.415,5.9,0.657,5.9,3.9,114,16.9,0.017684659,0.0864,0.057807309,0.060133333,0.077386935,0.0327,0.332112236
2457,1995,1995,27-Jul-72,Jackson State University,76,Ryan Lorthridge,G,190,0.4,0.214,0.1,0.482,0.475,2.9,6,0.648,1.5,2.4,37,7.4,1.9,0.327,0.6,0.51,9,0.473,4.3,0.713,3.2,2.3,87,11.4,0.002627841,0.095,0.073754153,0.064266667,0.08,0.0214,0.33704866
2462,2009,2018,7-Sep-88,"University of California, Los Angeles",82,Kevin Love,F,251,4.3,0.37,1.6,0.502,0.444,6,13.6,0.824,4.6,5.6,634,18.3,2.1,0.354,0.7,0.59,10.4,0.559,5.8,0.767,6.6,5.1,39,17.5,0.045028409,0.0888,0.182392027,0.066933333,0.065338645,0.037,0.485492414
2467,2007,2018,25-Mar-86,Villanova University,73,Kyle Lowry,G,205,4.7,0.369,1.7,0.504,0.424,4.6,10.9,0.803,3.4,4.3,789,14.4,0.7,0.325,0.2,0.46,7.1,0.449,3.2,0.737,4,2.9,57,9.5,0.056036932,0.0848,0.143521595,0.0672,0.071219512,0.0369,0.459678039
2473,2006,2017,21-Nov-82,"Baylor University, Oklahoma State University",71,John Lucas III,G,166,2,0.344,0.7,0.452,0.383,1.9,4.9,0.768,0.3,0.4,242,4.7,5.8,0.383,2.2,0.54,11.9,0.445,5.3,0.869,2.4,2.1,126,14.9,0.0171875,0.0766,0.046843854,0.060266667,0.085542169,0.0344,0.320840189
2475,1999,2009,3-May-77,University of Nebraska,73,Tyronn Lue,G,175,2.1,0.391,0.8,0.494,0.437,3.2,7.3,0.829,1.3,1.6,554,8.5,4.1,0.356,1.5,0.51,12.7,0.446,5.7,0.788,4,3.2,99,15.9,0.039346591,0.0874,0.084717608,0.065866667,0.083428571,0.0391,0.399859437
2482,2016,2018,5-Nov-95,University of Kentucky,82,Trey Lyles,F,234,2.5,0.358,0.9,0.504,0.435,2.8,6.4,0.703,1,1.4,223,7.4,0.8,0.138,0.1,0.5,6.7,0.488,3.3,0.735,2.8,2.1,36,8.7,0.015838068,0.087,0.073754153,0.0672,0.07008547,0.0358,0.349677691
2484,1994,2005,3-Sep-70,University of North Carolina,80,George Lynch,F,218,0.6,0.306,0.2,0.462,0.446,2.7,6,0.652,1,1.6,774,6.6,0.2,0.344,0.1,0.53,9.8,0.519,5.1,0.651,3.4,2.2,140,12.5,0.054971591,0.0892,0.065780731,0.0616,0.073394495,0.0306,0.375546817
2485,1992,1993,24-Dec-68,University of Minnesota,77,Kevin Lynch,G-F,195,0.1,0.333,0,0.441,0.436,1.3,3,0.726,0.6,0.9,95,3.3,2.5,0.393,1,0.53,9.3,0.469,4.4,0.784,2.1,1.7,119,11.4,0.006747159,0.0872,0.032890365,0.0588,0.078974359,0.0333,0.297911884
2488,2017,2017,21-Dec-92,University of Miami,77,Sheldon Mac,G,200,1,0.233,0.2,0.447,0.4,1,2.5,0.852,0.8,0.9,30,3,3.7,0.34,1.3,0.52,9.9,0.455,4.5,0.818,4.5,3.7,141,13.9,0.002130682,0.08,0.029900332,0.0596,0.077,0.0233,0.271931014
2493,2013,2013,8-Jun-90,Iona College,73,Scott Machado,G,205,0.2,0,0,0.5,0.5,0.5,1,1,0.3,0.3,6,1.3,2.7,0.342,0.9,0.48,9.3,0.429,4,0.74,4.4,3.3,132,12.2,0.000426136,0.1,0.012956811,0.066666667,0.071219512,0,0.251269126
2496,1993,2002,26-May-70,"Iowa State University, Tyler Junior College, University of Houston",79,Sam Mack,F-G,220,3.4,0.374,1.3,0.493,0.4,2.8,6.9,0.831,1,1.2,259,7.8,2.4,0.376,0.9,0.52,10.7,0.474,5.1,0.751,5,3.7,60,14.7,0.018394886,0.08,0.077740864,0.065733333,0.071818182,0.0374,0.351087265
2497,2012,2018,22-Apr-90,Butler University,75,Shelvin Mack,G,203,2,0.327,0.6,0.482,0.428,2.5,5.9,0.74,0.8,1,397,6.4,5.6,0.357,2,0.51,11.4,0.419,4.8,0.755,3.4,2.6,108,14.1,0.028196023,0.0856,0.063787375,0.064266667,0.073891626,0.0327,0.34844169
2502,1993,2001,16-Jan-70,"University of California, Los Angeles",82,Don MacLean,F,235,0.6,0.284,0.2,0.465,0.455,4.1,9.1,0.765,2.5,3.3,319,10.9,0.3,0.314,0.1,0.53,14,0.531,7.4,0.86,6.5,5.6,127,20.5,0.02265625,0.091,0.108637874,0.062,0.069787234,0.0284,0.382481358
2503,1992,1999,14-Apr-69,Temple University,77,Mark Macon,G,185,0.5,0.27,0.1,0.394,0.384,2.8,7.2,0.735,1,1.4,251,6.7,5.2,0.374,2,0.48,18.4,0.423,7.8,0.779,4.1,3.2,126,20.7,0.017826705,0.0768,0.066777409,0.052533333,0.083243243,0.027,0.32418069
2506,2003,2003,7-Jun-81,"California State University, Fresno",76,Tito Maddox,G,190,0.3,0,0,0.25,0.25,0.3,1.3,0.625,0.6,0.9,9,1.2,2.8,0.286,0.8,0.43,11.2,0.391,4.4,0.703,5.5,3.9,25,13.5,0.000639205,0.05,0.011960133,0.033333333,0.08,0,0.175932671
2507,1994,1998,18-Apr-69,"University of California, Los Angeles",76,Gerald Madkins,G,200,0.7,0.375,0.3,0.451,0.366,0.5,1.5,0.762,0.3,0.4,48,1.7,2.4,0.399,1,0.62,5,0.52,2.6,0.725,2,1.5,123,7.6,0.003409091,0.0732,0.016943522,0.060133333,0.076,0.0375,0.267185946
2511,2000,2013,12-Nov-79,Duke University,78,Corey Maggette,F,218,1.7,0.324,0.6,0.479,0.453,4.9,10.8,0.822,5.6,6.8,827,16,2.2,0.345,0.7,0.57,6.7,0.525,3.5,0.716,4,2.8,39,10.6,0.058735795,0.0906,0.159468439,0.063866667,0.071559633,0.0324,0.476630534
2520,1989,2002,9-Sep-65,Central Michigan University,78,Dan Majerle,G-F,215,4,0.358,1.4,0.505,0.431,4.1,9.6,0.741,1.7,2.4,955,11.4,2,0.431,0.9,0.56,15.7,0.536,8.4,0.631,7,4.4,94,21.8,0.067826705,0.0862,0.113621262,0.067333333,0.07255814,0.0358,0.44333944
2527,1997,2003,6-Dec-71,"Vanderbilt University, University of Pennsylvania",75,Matt Maloney,G,192,3.6,0.372,1.4,0.512,0.408,2.7,6.5,0.797,0.7,0.9,295,7.4,6,0.405,2.4,0.54,9.8,0.419,4.1,0.793,1.8,1.5,113,12.1,0.020951705,0.0816,0.073754153,0.068266667,0.078125,0.0372,0.359897524
2533,1989,2003,17-May-66,University of Kansas,82,Danny Manning,F-C,230,0.2,0.206,0,0.513,0.511,5.7,11.1,0.729,2.6,3.5,883,14,0.4,0.345,0.1,0.6,13.9,0.593,8.3,0.74,4.7,3.5,147,20.1,0.062713068,0.1022,0.139534884,0.0684,0.071304348,0.0206,0.4647523
2536,1996,1997,23-Jun-70,"Syracuse University, University of Washington",83,Rich Manning,C,253,0.1,0.4,0,0.421,0.415,1.5,3.5,0.643,0.3,0.5,55,3.3,0.1,0.25,0,0.55,7.3,0.55,4,0.738,2.1,1.5,121,9.5,0.00390625,0.083,0.032890365,0.056133333,0.065612648,0.04,0.281542597
2541,2015,2016,21-Sep-92,University of Iowa,78,Devyn Marble,G-F,200,1.2,0.222,0.3,0.357,0.304,0.8,2.6,0.375,0.3,0.9,44,2.2,2.9,0.338,1,0.46,10,0.415,4.1,0.726,4.4,3.2,136,12.5,0.003125,0.0608,0.02192691,0.0476,0.078,0.0222,0.23365191
2542,1990,1994,13-Dec-66,University of Iowa,78,Roy Marble,G-F,190,0.1,0,0,0.257,0.257,0.6,2.4,0.594,0.7,1.1,29,1.9,0.7,0.342,0.3,0.56,10.9,0.539,5.9,0.73,5.3,3.9,134,15.8,0.002059659,0.0514,0.018936877,0.034266667,0.082105263,0,0.188768466
2543,1997,2009,20-Feb-77,Georgia Institute of Technology,74,Stephon Marbury,G,180,3.6,0.325,1.2,0.47,0.433,6.8,15.7,0.784,4.5,5.7,846,19.3,6.6,0.37,2.4,0.54,14.3,0.457,6.5,0.738,4.6,3.4,36,18.9,0.060085227,0.0866,0.192358804,0.062666667,0.082222222,0.0325,0.51643292
2547,2000,2015,7-May-78,"University of Nevada, Las Vegas",79,Shawn Marion,F,220,2.1,0.331,0.7,0.51,0.484,6.3,12.9,0.81,2,2.5,1163,15.2,2.3,0.299,0.7,0.55,14.4,0.529,7.6,0.73,3.8,2.8,29,18.7,0.082599432,0.0968,0.151495017,0.068,0.071818182,0.0331,0.50381263
2549,2018,2018,22-May-97,University of Arizona,85,Lauri Markkanen,F-C,230,5.9,0.36,2.1,0.52,0.436,5.5,12.7,0.849,2,2.4,66,15.2,4.4,0.423,1.9,0.58,10.2,0.492,5,0.835,4.4,3.7,37,15.6,0.0046875,0.0872,0.151495017,0.069333333,0.073913043,0.036,0.422628893
2551,1999,2011,23-Aug-75,University of California,82,Sean Marks,F-C,250,0.1,0.2,0,0.452,0.448,1.1,2.5,0.665,0.5,0.8,230,2.8,0.3,0.4,0.1,0.5,5.1,0.487,2.5,0.669,2.1,1.4,86,6.5,0.016335227,0.0896,0.027906977,0.060266667,0.0656,0.02,0.279708871
2555,1996,2003,17-Jul-72,University of Connecticut,79,Donny Marshall,F,230,1.1,0.336,0.4,0.399,0.321,0.7,2.3,0.681,0.6,0.9,119,2.5,1.3,0.302,0.4,0.5,7.4,0.474,3.5,0.791,3.2,2.5,121,9.9,0.008451705,0.0642,0.024916944,0.0532,0.068695652,0.0336,0.2530643
2556,1995,2009,18-May-73,University of Connecticut,81,Donyell Marshall,F,218,2.7,0.35,0.9,0.483,0.435,4.3,9.8,0.731,1.7,2.3,957,11.2,2.7,0.306,0.8,0.52,13.5,0.487,6.6,0.77,5.4,4.1,91,18.1,0.06796875,0.087,0.111627907,0.0644,0.074311927,0.035,0.440308584
2557,2013,2016,19-Aug-91,University of North Carolina,76,Kendall Marshall,G,200,2.2,0.37,0.8,0.48,0.399,2,4.9,0.611,0.3,0.5,160,5,1.8,0.366,0.7,0.51,5.6,0.446,2.5,0.693,2.2,1.5,73,7.2,0.011363636,0.0798,0.049833887,0.064,0.076,0.037,0.317997523
2558,2006,2007,20-Feb-82,"Ball State University, Oakland University",81,Rawle Marshall,G-F,190,0.3,0.238,0.1,0.393,0.376,0.9,2.4,0.716,0.8,1.2,63,2.7,3.4,0.311,1,0.48,12.7,0.445,5.6,0.727,5.8,4.2,103,16.5,0.004474432,0.0752,0.026910299,0.0524,0.085263158,0.0238,0.268047889
2564,2009,2015,20-Nov-84,Kansas State University,79,Cartier Martin,F,220,2.4,0.372,0.9,0.491,0.392,1.8,4.5,0.729,0.6,0.9,243,5.1,4,0.399,1.6,0.53,10.1,0.458,4.6,0.78,3.8,2.9,112,13.8,0.017258523,0.0784,0.050830565,0.065466667,0.071818182,0.0372,0.320973936
2565,1996,1997,23-Sep-71,Purdue University,77,Cuonzo Martin,G-F,213,0.7,0.6,0.4,0.375,0.25,0.4,1.7,0,0,0.3,7,1.3,3.1,0.451,1.4,0.55,9.7,0.472,4.6,0.777,3.3,2.6,127,13.1,0.000497159,0.05,0.012956811,0.05,0.072300469,0.06,0.245754439
2566,1995,2008,6-Mar-71,"University of California, Los Angeles",71,Darrick Martin,G,170,2,0.34,0.7,0.438,0.382,2.3,6,0.843,1.6,1.9,514,6.9,1.7,0.322,0.5,0.49,6.9,0.458,3.1,0.754,3.2,2.4,129,9.3,0.036505682,0.0764,0.068770764,0.0584,0.083529412,0.034,0.357605858
2570,2016,2018,24-May-94,Louisiana State University,82,Jarell Martin,F,239,0.9,0.344,0.3,0.465,0.436,2.3,5.4,0.763,1.2,1.6,142,6.2,2,0.308,0.6,0.52,10.1,0.494,5,0.689,4.5,3.1,65,13.7,0.010085227,0.0872,0.06179402,0.062,0.068619247,0.0344,0.324098494
2571,1990,1991,14-Jan-67,Murray State University,77,Jeff Martin,G,195,0.7,0.282,0.2,0.433,0.417,2.7,6.4,0.694,1.1,1.6,143,6.7,2.5,0.449,1.1,0.56,15.2,0.522,7.9,0.766,6,4.6,117,21.2,0.01015625,0.0834,0.066777409,0.057733333,0.078974359,0.0282,0.325241351
2572,2001,2015,30-Dec-77,University of Cincinnati,81,Kenyon Martin,F,234,0.4,0.234,0.1,0.487,0.483,5.1,10.6,0.629,2,3.2,757,12.3,0.1,0.222,0,0.59,7.5,0.586,4.4,0.581,3.7,2.2,116,11,0.053764205,0.0966,0.122591362,0.064933333,0.069230769,0.0234,0.430519669
2573,2005,2016,1-Feb-83,Western Carolina University,79,Kevin Martin,G,199,4.2,0.384,1.6,0.502,0.437,5.4,12.3,0.87,5,5.7,714,17.4,6.4,0.346,2.2,0.54,15.5,0.462,7.2,0.841,8,6.8,79,23.3,0.050710227,0.0874,0.173421927,0.066933333,0.079396985,0.0384,0.496262472
2575,1987,1988,2-Jul-64,Saint Joseph's University,78,Maurice Martin,F-G,200,0.3,0.211,0.1,0.388,0.378,1.1,2.8,0.598,0.8,1.3,69,3,2,0.404,0.8,0.55,11.3,0.516,5.8,0.737,4.4,3.3,114,15.1,0.004900568,0.0756,0.029900332,0.051733333,0.078,0.0211,0.261234234
2579,1994,2004,29-Nov-72,University of Kentucky,80,Jamal Mashburn,F,240,3.6,0.345,1.3,0.456,0.418,7,16.7,0.766,3.8,5,611,19.1,4,0.376,1.5,0.58,13.3,0.516,6.9,0.697,5.1,3.5,98,18.8,0.043394886,0.0836,0.190365449,0.0608,0.066666667,0.0345,0.479327002
2582,2001,2010,11-Oct-77,Oklahoma State University,79,Desmond Mason,F,224,0.4,0.26,0.1,0.454,0.449,4.6,10.2,0.74,2.9,3.9,643,12.1,2.7,0.372,1,0.54,9.8,0.486,4.8,0.731,3.6,2.6,129,13.2,0.045667614,0.0898,0.120598007,0.060533333,0.070535714,0.026,0.413134668
2583,2018,2018,3-Apr-94,University of Kansas,73,Frank Mason,G,189,1.7,0.36,0.6,0.42,0.379,2.8,7.3,0.817,1.8,2.2,52,7.9,3,0.42,1.3,0.53,9.2,0.454,4.2,0.761,4.4,3.3,145,13,0.003693182,0.0758,0.078737542,0.056,0.077248677,0.036,0.327479401
2584,2003,2014,10-Sep-80,University of Virginia,77,Roger Mason,G,200,3,0.383,1.1,0.509,0.408,2.3,5.7,0.866,0.6,0.7,518,6.3,4.1,0.375,1.5,0.52,10,0.436,4.4,0.869,4.1,3.6,89,13.8,0.036789773,0.0816,0.062790698,0.067866667,0.077,0.0383,0.364347137
2590,2010,2018,14-Oct-86,Marquette University,77,Wesley Matthews,G,220,5.6,0.383,2.1,0.524,0.427,4.7,11.1,0.827,2.2,2.7,655,13.8,2.3,0.341,0.8,0.48,9.1,0.444,4,0.799,5.4,4.3,127,13.2,0.046519886,0.0854,0.137541528,0.069866667,0.07,0.0383,0.447628081
2595,1989,2001,12-Sep-65,University of Florida,76,Vernon Maxwell,G,180,4.6,0.32,1.5,0.462,0.398,4.6,11.6,0.733,2.1,2.9,855,12.8,4.1,0.375,1.5,0.51,15.3,0.462,7.1,0.715,5.4,3.9,130,18.8,0.060724432,0.0796,0.127574751,0.0616,0.084444444,0.032,0.445943627
2598,2006,2010,4-Apr-84,University of North Carolina,81,Sean May,F,266,0.1,0.231,0,0.46,0.458,2.7,5.9,0.746,1.4,1.9,119,6.9,0.1,0,0,0.51,11.2,0.513,5.7,0.717,6,4.3,77,15.8,0.008451705,0.0916,0.068770764,0.061333333,0.060902256,0.0231,0.314158058
2599,1993,1999,12-Jun-70,University of Arkansas,73,Lee Mayberry,G,172,2,0.377,0.8,0.498,0.415,1.9,4.6,0.659,0.5,0.8,496,5.1,3.7,0.424,1.6,0.57,10.5,0.495,5.2,0.724,2.7,2,139,14,0.035227273,0.083,0.050830565,0.0664,0.084883721,0.0377,0.358041558
2601,1992,1992,9-Sep-68,Florida State University,75,Tharon Mayes,G,175,1.7,0.366,0.6,0.379,0.303,1.3,4.1,0.667,1,1.5,24,4.1,4.4,0.38,1.7,0.57,12.2,0.495,6.1,0.784,3.3,2.6,77,16.4,0.001704545,0.0606,0.040863787,0.050533333,0.085714286,0.0366,0.276015952
2604,2010,2014,11-Jun-87,Virginia Commonwealth University,75,Eric Maynor,G,175,1.2,0.35,0.4,0.442,0.392,1.6,4.2,0.721,0.6,0.8,267,4.3,3,0.37,1.1,0.5,11.2,0.449,5,0.791,4.9,3.9,130,15,0.018963068,0.0784,0.042857143,0.058933333,0.085714286,0.035,0.31986783
