ID,active_from,active_to,birth_date,college,height (in),name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,NBA Games Played,fg%,ppg,effective pct,height/weight,3pt %,Success
2605,2009,2016,5-Nov-87,University of Southern California,77,O.J. Mayo,G,210,4.2,0.373,1.6,0.494,0.429,5.1,12,0.82,2,2.5,547,13.8,6.5,0.409,2.7,0.53,16.2,0.442,7.2,0.803,4.6,3.7,33,20.7,0.038849432,0.0858,0.137541528,0.065866667,0.073333333,0.0373,0.43869096
2606,1991,1993,19-Jun-68,University of Texas at Austin,74,Travis Mays,G,190,2.5,0.362,0.9,0.459,0.41,3.7,9.1,0.749,2.7,3.6,115,11.1,5.4,0.37,2,0.51,13.8,0.442,6.1,0.746,5.6,4.2,124,18.4,0.008167614,0.082,0.110631229,0.0612,0.077894737,0.0362,0.37609358
2608,2009,2018,9-Sep-86,"University of California, Los Angeles",80,Luc Mbah a Moute,F,230,0.9,0.336,0.3,0.483,0.455,2.5,5.4,0.661,1.2,1.8,681,6.4,0.9,0.215,0.2,0.51,6.8,0.503,3.4,0.668,2.5,1.7,107,8.7,0.048366477,0.091,0.063787375,0.0644,0.069565217,0.0336,0.37071907
2610,2015,2018,4-Jan-93,University of North Carolina,81,James Michael McAdoo,F,230,0.2,0.294,0,0.538,0.528,1.2,2.3,0.534,0.6,1.1,111,3,0.1,0,0,0.44,9.7,0.447,4.3,0.569,4.9,2.8,108,11.4,0.007883523,0.1056,0.029900332,0.071733333,0.070434783,0.0294,0.314951971
2612,2014,2016,12-Jun-91,University of Detroit Mercy,75,Ray McCallum,G,190,1.4,0.335,0.5,0.447,0.408,2.4,5.9,0.711,0.7,0.9,154,6,3.3,0.29,1,0.51,11.5,0.465,5.4,0.723,5.8,4.2,102,15.9,0.0109375,0.0816,0.059800664,0.0596,0.078947368,0.0335,0.324385533
2616,2006,2009,25-Sep-84,University of North Carolina,76,Rashad McCants,G,207,3.2,0.368,1.2,0.499,0.431,3.7,8.6,0.741,1.4,1.8,249,10,5.4,0.415,2.3,0.58,12.9,0.486,6.3,0.721,3.8,2.8,98,17.6,0.017684659,0.0862,0.099667774,0.066533333,0.073429952,0.0368,0.380315718
2623,1997,2006,1-Feb-74,University of Kentucky,82,Walter McCarty,F,230,2.2,0.346,0.8,0.474,0.392,1.8,4.7,0.698,0.7,1,593,5.2,1.8,0.401,0.7,0.57,6.6,0.515,3.4,0.684,2.4,1.6,103,9.2,0.042116477,0.0784,0.051827243,0.0632,0.071304348,0.0346,0.341448068
2625,2017,2018,25-Oct-95,"University of Nevada, Las Vegas",79,Patrick McCaw,G,185,1.6,0.296,0.5,0.485,0.421,1.5,3.7,0.775,0.4,0.6,128,4,5.2,0.367,1.9,0.54,9.6,0.439,4.2,0.753,2.5,1.9,65,12.2,0.009090909,0.0842,0.03986711,0.064666667,0.085405405,0.0296,0.312830091
2630,1990,2002,27-May-67,Florida State University,78,George McCloud,G-F,205,3.4,0.358,1.2,0.477,0.402,3.2,8,0.81,1.4,1.7,766,9,5.2,0.436,2.3,0.58,9.8,0.46,4.5,0.778,3.5,2.7,117,13.5,0.054403409,0.0804,0.089700997,0.0636,0.076097561,0.0358,0.400001967
2631,2014,2018,19-Sep-91,Lehigh University,75,C.J. McCollum,G,190,4.7,0.408,1.9,0.521,0.455,6.5,14.4,0.842,2.2,2.6,339,17.2,5.2,0.377,2,0.5,15.7,0.439,6.9,0.825,6.7,5.5,111,21.3,0.024076705,0.091,0.171428571,0.069466667,0.078947368,0.0408,0.475719311
2634,2016,2018,25-Mar-92,"Duquesne University, University of Arizona",74,T.J. McConnell,G,200,0.9,0.328,0.3,0.499,0.475,2.8,5.9,0.765,0.6,0.7,236,6.4,2.6,0.38,1,0.56,8.1,0.49,4,0.749,1.7,1.3,139,10.2,0.016761364,0.095,0.063787375,0.066533333,0.074,0.0328,0.348882072
2642,2018,2018,20-Dec-93,Louisiana Tech University,80,Erik McCree,F,225,0.3,0,0,0,0,0,0.5,,0,0,4,0,3.3,0.342,1.1,0.52,9.4,0.459,4.3,0.738,3.5,2.6,123,12.3,0.000284091,0,0,0,0.071111111,0,0.071395202
2643,2016,2018,5-Feb-95,Syracuse University,83,Chris McCullough,F,200,0.8,0.306,0.3,0.467,0.426,1.3,3.1,0.548,0.4,0.7,59,3.3,0.1,1,0.1,0.49,7.1,0.478,3.4,0.563,4.4,2.5,16,9.3,0.004190341,0.0852,0.032890365,0.062266667,0.083,0.0306,0.298147373
2645,1996,1996,26-Feb-72,University of Arkansas,76,Clint McDaniel,G,180,0.5,0.333,0.2,0.391,0.348,0.7,1.9,0.75,1,1.3,12,2.5,2.8,0.352,1,0.5,6.2,0.425,2.6,0.737,2.4,1.8,125,8.1,0.000852273,0.0696,0.024916944,0.052133333,0.084444444,0.0333,0.265246994
2648,2015,2017,9-Feb-93,Clemson University,78,K.J. McDaniels,G-F,205,1.6,0.29,0.5,0.464,0.412,1.9,4.6,0.776,1.1,1.4,148,5.3,2.8,0.313,0.9,0.51,8.6,0.45,3.9,0.767,3.2,2.4,94,11,0.010511364,0.0824,0.05282392,0.061866667,0.076097561,0.029,0.312699512
2649,2015,2018,3-Jan-92,Creighton University,80,Doug McDermott,F,225,2.7,0.403,1.1,0.535,0.452,3,6.7,0.822,0.8,1,264,7.9,4.1,0.458,1.9,0.62,14.3,0.55,7.9,0.831,4.9,4.1,145,21.7,0.01875,0.0904,0.078737542,0.071333333,0.071111111,0.0403,0.370631986
2669,2017,2018,29-Jul-91,Kansas State University,76,Rodney McGruder,G,205,2.7,0.345,0.9,0.507,0.425,2.4,5.6,0.608,0.5,0.8,94,6.2,3.7,0.381,1.4,0.53,9.3,0.452,4.2,0.759,2.5,1.9,135,11.7,0.006676136,0.085,0.06179402,0.0676,0.074146341,0.0345,0.329716498
2677,1997,2008,22-Oct-74,University of North Carolina,76,Jeff McInnis,G,190,1.6,0.328,0.5,0.461,0.431,3.8,8.8,0.796,1.2,1.6,576,9.4,3.5,0.397,1.4,0.53,8.8,0.459,4,0.719,2.6,1.8,100,11.3,0.040909091,0.0862,0.093687708,0.061466667,0.08,0.0328,0.395063465
2684,1988,2002,10-Oct-66,University of Alabama,81,Derrick McKey,F-C,205,0.7,0.316,0.2,0.498,0.486,4.2,8.6,0.779,2.4,3.1,937,11,1.5,0.42,0.6,0.61,9.8,0.58,5.7,0.797,3,2.4,88,14,0.066548295,0.0972,0.109634551,0.0664,0.07902439,0.0316,0.450407237
2685,1995,2007,2-Oct-72,Temple University,77,Aaron McKie,G,209,1.4,0.35,0.5,0.475,0.438,2.9,6.5,0.779,1.2,1.5,793,7.4,5.3,0.366,1.9,0.49,14.5,0.421,6.1,0.79,4.8,3.8,92,17.9,0.056321023,0.0876,0.073754153,0.063333333,0.073684211,0.035,0.389692719
2688,1990,1992,21-Oct-64,"University of Tulsa, Southern Methodist University",76,Carlton McKinney,G,190,0.1,0,0,0.244,0.244,1.1,4.6,0.5,0.2,0.4,9,2.4,2.5,0.4,1,0.52,10.1,0.477,4.8,0.712,1.3,1,116,11.2,0.000639205,0.0488,0.023920266,0.032533333,0.08,0,0.185892804
2690,2018,2018,17-Sep-92,University of Wisconsin-Green Bay,80,Alfonzo McKinnie,F,215,0.6,0.375,0.2,0.654,0.538,0.5,1,0.667,0.2,0.2,13,1.5,0.8,0.351,0.3,0.53,5.6,0.506,2.8,0.622,2,1.3,96,7.2,0.000923295,0.1076,0.014950166,0.0872,0.074418605,0.0375,0.322592066
2691,2014,2018,11-Feb-93,University of Kansas,77,Ben McLemore,G,195,3.4,0.352,1.2,0.493,0.416,3.3,7.9,0.783,1.3,1.6,347,9,4.7,0.42,2,0.59,10.8,0.495,5.4,0.87,3.7,3.2,37,15.9,0.024644886,0.0832,0.089700997,0.065733333,0.078974359,0.0352,0.377453575
2694,2004,2007,5-Nov-79,Bowling Green State University,74,Keith McLeod,G,188,1,0.282,0.3,0.386,0.357,1.8,5.1,0.8,1.6,2,200,5.5,4.5,0.399,1.8,0.5,12.1,0.426,5.2,0.791,6.3,5,111,17.1,0.014204545,0.0714,0.054817276,0.051466667,0.078723404,0.0282,0.298811892
2695,1999,2001,17-Nov-75,"St. John's University, Duke University",80,Roshown McLeod,F,221,0.4,0.111,0,0.412,0.409,3,7.3,0.819,1.2,1.5,113,7.2,1.5,0.383,0.6,0.52,8.3,0.479,4,0.711,3,2.1,126,10.7,0.008025568,0.0818,0.071760797,0.054933333,0.07239819,0.0111,0.300017889
2705,2015,2015,1-Jun-87,Marquette University,75,Jerel McNeal,G,200,0.3,0.5,0.2,0.318,0.273,0.5,1.8,1,0.3,0.3,6,1.5,3.6,0.347,1.3,0.49,12.7,0.44,5.6,0.717,4,2.8,130,15.3,0.000426136,0.0546,0.014950166,0.0424,0.075,0.05,0.237376302
2710,2001,2001,3-Jul-78,DePaul University,76,Paul McPherson,G,210,0.2,0.167,0,0.509,0.505,2,3.9,0.724,0.8,1.1,55,4.8,0.5,0.313,0.2,0.55,8.8,0.53,4.7,0.629,2.8,1.8,32,11.2,0.00390625,0.101,0.047840532,0.067866667,0.072380952,0.0167,0.309694401
2713,2016,2017,28-Mar-91,University of Tennessee,78,Jordan McRae,G,185,1.2,0.384,0.5,0.465,0.404,1.6,3.9,0.774,0.8,1.1,59,4.4,4.6,0.343,1.6,0.5,10.4,0.417,4.4,0.769,4,3.1,114,13.3,0.004190341,0.0808,0.043853821,0.062,0.084324324,0.0384,0.313568486
2715,2008,2018,28-Feb-87,Duke University,82,Josh McRoberts,F,240,1.3,0.34,0.5,0.513,0.463,2.1,4.6,0.705,0.7,1,433,5.4,0.5,0.278,0.1,0.54,7.5,0.54,4,0.664,3.8,2.5,69,10.8,0.030752841,0.0926,0.053820598,0.0684,0.068333333,0.034,0.347906772
2719,1994,1995,11-Feb-71,Western Kentucky University,77,Darnell Mee,G,175,0.7,0.222,0.2,0.344,0.312,0.7,2.3,0.444,0.3,0.7,40,1.9,4.7,0.334,1.6,0.5,11.2,0.429,4.8,0.712,3.6,2.6,91,13.8,0.002840909,0.0624,0.018936877,0.045866667,0.088,0.0222,0.240244453
2720,2010,2018,21-Aug-87,University of Kentucky,76,Jodie Meeks,G,210,3.9,0.372,1.4,0.516,0.418,3.1,7.4,0.88,1.7,1.9,530,9.3,5.7,0.386,2.2,0.54,10.9,0.436,4.8,0.89,4.1,3.7,81,15.4,0.037642045,0.0836,0.09269103,0.0688,0.072380952,0.0372,0.392314028
2727,2014,2015,4-Mar-88,Wichita State University,75,Gal Mekel,G,191,0.7,0.217,0.1,0.335,0.311,0.9,3,0.667,0.2,0.3,35,2.3,2.7,0.306,0.8,0.46,5.7,0.379,2.2,0.809,1.9,1.5,62,6.7,0.002485795,0.0622,0.022923588,0.044666667,0.078534031,0.0217,0.232510082
2738,1998,2005,18-May-76,University of Kentucky,79,Ron Mercer,G-F,210,0.6,0.25,0.1,0.434,0.429,5.8,13.4,0.808,2,2.4,432,13.6,2.8,0.344,0.9,0.52,11,0.483,5.3,0.782,2.2,1.8,76,13.3,0.030681818,0.0858,0.135548173,0.057866667,0.075238095,0.025,0.410134753
2743,1996,1999,30-Dec-72,Iowa State University,82,Loren Meyer,C,257,0.2,0.348,0.1,0.439,0.432,1.9,4.3,0.696,0.8,1.2,140,4.6,0.1,0.214,0,0.56,7.8,0.556,4.4,0.713,3.9,2.8,111,11.5,0.009943182,0.0864,0.045847176,0.058533333,0.06381323,0.0348,0.299336921
2747,2016,2018,9-Jul-94,Louisiana State University,80,Jordan Mickey,F,235,0.3,0.118,0,0.457,0.449,1,2.2,0.605,0.4,0.7,64,2.4,0.2,0.071,0,0.52,10.8,0.518,5.6,0.669,4.3,2.9,65,14,0.004545455,0.0898,0.023920266,0.060933333,0.068085106,0.0118,0.25908416
2748,2013,2018,12-Aug-91,Texas A&M University,80,Khris Middleton,F-G,234,3.9,0.392,1.5,0.517,0.455,5.5,12.2,0.877,2.5,2.9,376,15.2,3.3,0.321,1.1,0.49,9.1,0.431,3.9,0.768,3.1,2.4,87,11.3,0.026704545,0.091,0.151495017,0.068933333,0.068376068,0.0392,0.445708964
2763,2000,2016,19-Mar-76,University of Utah,75,Andre Miller,G,200,0.7,0.217,0.1,0.468,0.461,4.6,10,0.807,3.1,3.8,1304,12.5,1.5,0.294,0.4,0.53,8.6,0.513,4.4,0.676,4.2,2.9,134,12.1,0.092613636,0.0922,0.124584718,0.0624,0.075,0.0217,0.468498354
2767,1999,2012,12-Apr-76,Purdue University,83,Brad Miller,C,244,0.7,0.33,0.2,0.494,0.48,4,8.3,0.804,3,3.8,868,11.2,0.2,0.259,0.1,0.57,6.7,0.572,3.8,0.754,5.6,4.2,128,12,0.061647727,0.096,0.111627907,0.065866667,0.068032787,0.033,0.436175088
2768,2013,2018,21-Mar-90,University of Kentucky,80,Darius Miller,F,235,2.7,0.395,1.1,0.562,0.435,1.8,4.2,0.858,0.5,0.6,182,5.2,3,0.379,1.2,0.54,6.5,0.448,2.9,0.815,1.5,1.2,152,8.2,0.012926136,0.087,0.051827243,0.074933333,0.068085106,0.0395,0.334271819
2774,2018,2018,6-Mar-93,College of the Holy Cross,79,Malcolm Miller,F,210,1.4,0.381,0.5,0.607,0.464,0.9,1.9,1,0.3,0.3,15,2.5,2.5,0.37,0.9,0.51,6.7,0.445,3,0.765,2.8,2.2,112,9,0.001065341,0.0928,0.024916944,0.080933333,0.075238095,0.0381,0.313053713
2775,2001,2017,19-Feb-80,University of Florida,80,Mike Miller,F-G,218,3.8,0.407,1.5,0.55,0.459,3.9,8.5,0.769,1.3,1.7,1032,10.6,3.5,0.345,1.2,0.55,9.2,0.483,4.5,0.718,4.4,3.1,65,13.3,0.073295455,0.0918,0.105647841,0.073333333,0.073394495,0.0407,0.458171124
2776,1993,2004,6-Apr-70,University of Arkansas,81,Oliver Miller,C,280,0.1,0.116,0,0.535,0.534,3.1,5.8,0.639,1.1,1.7,493,7.4,0.2,0.167,0,0.64,7.8,0.636,5,0.646,3.5,2.3,137,12.2,0.035014205,0.1068,0.073754153,0.071333333,0.057857143,0.0116,0.356358834
2777,2013,2015,18-Nov-92,Baylor University,81,Quincy Miller,F,210,1.6,0.292,0.5,0.404,0.35,1.6,4.4,0.706,0.7,1,69,4.3,1.9,0.348,0.6,0.48,8.4,0.447,3.7,0.816,3.1,2.5,37,10.6,0.004900568,0.07,0.042857143,0.053866667,0.077142857,0.0292,0.277967235
2778,1988,2005,24-Aug-65,"University of California, Los Angeles",79,Reggie Miller,G-F,185,4.7,0.395,1.8,0.544,0.471,5.9,12.6,0.888,4.5,5.1,1389,18.2,4.9,0.439,2.2,0.64,11.5,0.547,6.3,0.836,4.8,4,122,17.2,0.098650568,0.0942,0.181395349,0.072533333,0.085405405,0.0395,0.571684656
2780,1994,2003,25-Jan-70,"University of Kentucky, University of Arizona",78,Chris Mills,F,215,2.2,0.351,0.8,0.471,0.432,4.2,9.8,0.817,2,2.4,568,11.2,3,0.375,1.1,0.55,12.4,0.508,6.3,0.767,3.6,2.7,126,16.5,0.040340909,0.0864,0.111627907,0.0628,0.07255814,0.0351,0.408826956
2782,2010,2018,11-Aug-88,Saint Mary's College of California,73,Patty Mills,G,185,3.6,0.391,1.4,0.535,0.432,3,7,0.848,0.8,0.9,521,8.2,6.7,0.331,2.2,0.5,13.4,0.415,5.6,0.806,3.7,3,58,16.4,0.037002841,0.0864,0.081727575,0.071333333,0.078918919,0.0391,0.394482668
2784,2015,2017,12-Aug-87,"University of Louisiana at Lafayette, University of Alabama at Birmingham",78,Elijah Millsap,G-F,225,1.5,0.279,0.4,0.379,0.327,1.3,4.1,0.679,1,1.5,69,4.2,2,0.291,0.6,0.44,10.6,0.422,4.4,0.629,5.3,3.3,87,12.8,0.004900568,0.0654,0.041860465,0.050533333,0.069333333,0.0279,0.2599277
2785,2007,2018,10-Feb-85,Louisiana Tech University,80,Paul Millsap,F,246,1.3,0.331,0.4,0.511,0.492,5.4,10.9,0.734,3.1,4.2,873,14.2,0.2,0.375,0.1,0.58,12.4,0.577,7.2,0.62,6.8,4.2,92,18.6,0.062002841,0.0984,0.141528239,0.068133333,0.06504065,0.0331,0.468205064
2786,1993,1996,5-May-71,University of Southern California,77,Harold Miner,G,210,0.4,0.311,0.1,0.468,0.46,3.5,7.5,0.785,2,2.5,200,9,5.5,0.367,2,0.51,17.5,0.453,7.9,0.814,6.9,5.6,87,23.5,0.014204545,0.092,0.089700997,0.0624,0.073333333,0.0311,0.362738875
2790,1995,1999,18-Sep-71,University of Louisville,78,Greg Minor,G-F,210,0.4,0.226,0.1,0.485,0.478,2.9,6,0.767,1,1.4,277,6.9,2.7,0.363,1,0.56,9.3,0.507,4.7,0.739,3,2.2,95,12.6,0.019673295,0.0956,0.068770764,0.064666667,0.074285714,0.0226,0.345596441
2795,2018,2018,7-Sep-96,University of Louisville,75,Donovan Mitchell,G,211,7,0.339,2.4,0.506,0.438,7.5,17.2,0.806,3,3.8,77,20.5,4.6,0.329,1.5,0.49,9.8,0.418,4.1,0.788,2.5,2,65,11.7,0.00546875,0.0876,0.204318937,0.067466667,0.071090047,0.0339,0.469844401
2801,2014,2014,7-Aug-89,University of Alabama,78,Tony Mitchell,F,216,0.3,0,0,0.6,0.6,1,1.7,,0,0,3,2,2.6,0.301,0.8,0.53,10.4,0.493,5.1,0.63,2.6,1.6,89,12.7,0.000213068,0.12,0.019933555,0.08,0.072222222,0,0.292368845
2803,2018,2018,3-Aug-93,Iowa State University,76,Naz Mitrou-Long,G,209,1,1,1,1.5,1,1,1,,0,0,1,3,5.2,0.38,2,0.59,7.3,0.451,3.3,0.751,1.3,1,131,9.5,7.10E-05,0.2,0.029900332,0.2,0.072727273,0.1,0.602698628
2806,1999,2009,1-Sep-75,University of Rhode Island,76,Cuttino Mobley,G,190,3.8,0.378,1.5,0.487,0.433,5.8,13.4,0.835,3,3.6,747,16,4.4,0.354,1.6,0.5,11.5,0.438,5,0.821,3.4,2.8,93,14.3,0.053053977,0.0866,0.159468439,0.064933333,0.08,0.0378,0.481855749
2819,2018,2018,4-Feb-98,University of Kentucky,75,Malik Monk,G,200,3.8,0.343,1.3,0.457,0.359,2.4,6.6,0.833,0.5,0.6,62,6.5,6.9,0.397,2.7,0.54,14.7,0.45,6.6,0.822,4.7,3.9,38,19.8,0.004403409,0.0718,0.064784053,0.060933333,0.075,0.0343,0.311220796
2822,1992,1992,16-Apr-68,North Carolina State University,75,Rodney Monroe,G,185,0.7,0.222,0.2,0.389,0.368,1.4,3.8,0.826,0.5,0.6,38,3.4,6,0.436,2.6,0.54,15.6,0.457,7.1,0.836,4.4,3.7,124,20.6,0.002698864,0.0736,0.033887043,0.051866667,0.081081081,0.0222,0.265333655
2830,2012,2018,28-Feb-89,Purdue University,76,E'Twaun Moore,G,191,2.3,0.385,0.9,0.518,0.454,3.1,6.8,0.736,0.5,0.7,460,7.6,4.6,0.38,1.7,0.51,12.7,0.44,5.6,0.729,3.3,2.4,140,15.3,0.032670455,0.0908,0.075747508,0.069066667,0.079581152,0.0385,0.386365781
2840,1992,1997,28-Dec-65,University of Tulsa,76,Tracy Moore,G-F,200,1.9,0.344,0.6,0.456,0.404,2.5,6.2,0.838,1.3,1.6,119,7,2.8,0.454,1.3,0.51,12.7,0.461,5.8,0.733,3.8,2.8,121,15.1,0.008451705,0.0808,0.069767442,0.0608,0.076,0.0344,0.330219146
2847,1989,1999,20-Jan-66,Auburn University,80,Chris Morris,F,210,2.2,0.306,0.7,0.475,0.441,4.2,9.6,0.739,1.9,2.5,747,11,2,0.339,0.7,0.53,10.8,0.501,5.4,0.712,3.1,2.2,128,13.4,0.053053977,0.0882,0.109634551,0.063333333,0.076190476,0.0306,0.421012338
2848,2012,2015,3-Jan-91,University of Michigan,76,Darius Morris,G,190,1.1,0.322,0.4,0.439,0.384,1.3,3.3,0.63,0.4,0.6,132,3.3,1.5,0.223,0.3,0.49,8,0.469,3.8,0.695,2.9,2,67,9.9,0.009375,0.0768,0.032890365,0.058533333,0.08,0.0322,0.289798699
2851,2012,2018,2-Sep-89,University of Kansas,81,Marcus Morris,F,235,3.6,0.358,1.3,0.496,0.428,4.2,9.7,0.73,1.6,2.1,469,11.2,1.1,0.358,0.4,0.58,8.4,0.555,4.7,0.66,4.3,2.9,109,12.6,0.033309659,0.0856,0.111627907,0.066133333,0.06893617,0.0358,0.40140707
2852,2012,2018,2-Sep-89,University of Kansas,82,Markieff Morris,F,245,2.1,0.339,0.7,0.487,0.452,4.6,10.2,0.778,1.9,2.5,519,11.9,0.9,0.404,0.3,0.57,5.7,0.553,3.1,0.653,2.9,1.9,109,8.5,0.036860795,0.0904,0.118604651,0.064933333,0.066938776,0.0339,0.411637555
2854,2018,2018,27-Jun-95,Iowa State University,75,Monte Morris,G,175,0.3,0,0,0.667,0.667,1.3,2,1,0.7,0.7,3,3.3,2.9,0.381,1.1,0.53,9.5,0.476,4.5,0.78,2.6,2,140,12.2,0.000213068,0.1334,0.032890365,0.088933333,0.085714286,0,0.341151053
2856,2002,2006,11-Jan-79,University of Maryland,81,Terence Morris,F,221,0.8,0.196,0.2,0.428,0.407,1.5,3.7,0.711,0.2,0.3,139,3.4,2.2,0.338,0.7,0.53,9.6,0.495,4.7,0.78,3.2,2.5,136,12.7,0.009872159,0.0814,0.033887043,0.057066667,0.073303167,0.0196,0.275129036
2857,2007,2010,19-Jul-84,Gonzaga University,80,Adam Morrison,F,205,2.3,0.331,0.8,0.423,0.373,2.9,7.8,0.71,0.9,1.2,161,7.5,3.7,0.368,1.3,0.55,14,0.503,7,0.761,5.5,4.2,95,19.7,0.011434659,0.0746,0.074750831,0.0564,0.07804878,0.0331,0.32833427
2859,1990,1990,16-Aug-67,Loyola College in Maryland,76,Mike Morrison,G,195,0.2,0.286,0.1,0.353,0.338,0.6,1.9,0.8,0.7,0.8,36,2,3.8,0.349,1.3,0.51,13,0.457,6,0.735,4.3,3.2,105,16.2,0.002556818,0.0676,0.019933555,0.047066667,0.077948718,0.0286,0.243705758
2861,2009,2017,27-Sep-85,Georgia Institute of Technology,77,Anthony Morrow,G,210,3.4,0.417,1.4,0.539,0.447,3.5,7.8,0.88,1.1,1.2,564,9.4,5,0.421,2.1,0.55,8.8,0.437,3.8,0.867,1.8,1.6,123,11.4,0.040056818,0.0894,0.093687708,0.071866667,0.073333333,0.0417,0.410044526
2862,1995,1995,8-Aug-71,University of Louisville,79,Dwayne Morton,F,195,0.6,0.36,0.2,0.422,0.388,1.2,3.1,0.682,1.4,2.1,41,4.1,2.5,0.461,1.2,0.58,10.4,0.524,5.4,0.711,4.2,3,95,15,0.002911932,0.0776,0.040863787,0.056266667,0.081025641,0.036,0.294668027
2863,1990,1992,18-May-67,Seton Hall University,75,John Morton,G,180,0.5,0.224,0.1,0.399,0.386,1.6,4.1,0.787,1.5,1.9,128,4.8,2.2,0.391,0.9,0.5,9.1,0.453,4.1,0.771,4.5,3.5,131,12.4,0.009090909,0.0772,0.047840532,0.0532,0.083333333,0.0224,0.293064774
2867,1996,1998,25-Mar-72,Syracuse University,77,Lawrence Moten,G,185,1.7,0.299,0.5,0.45,0.408,2.4,5.9,0.652,1,1.5,119,6.3,5.2,0.316,1.6,0.54,14.3,0.483,6.9,0.716,5.3,3.8,121,19.3,0.008451705,0.0816,0.062790698,0.06,0.083243243,0.0299,0.325985645
2869,2018,2018,4-May-95,Baylor University,81,Johnathan Motley,F,238,0.4,0.25,0.1,0.563,0.554,3.1,5.6,0.5,1.2,2.4,10,7.5,0.5,0.24,0.1,0.53,9,0.519,4.7,0.654,3.9,2.5,102,12,0.000710227,0.1108,0.074750831,0.075066667,0.068067227,0.025,0.354394951
2870,2001,2002,9-Sep-76,University of Utah,83,Hanno Mottola,C,247,0.1,0.063,0,0.443,0.442,1.9,4.3,0.783,0.8,1.1,155,4.6,1.8,0.333,0.6,0.53,9,0.5,4.5,0.774,3.7,2.9,120,12.4,0.011008523,0.0884,0.045847176,0.059066667,0.067206478,0.0063,0.277828843
2873,1993,2008,8-Feb-70,Georgetown University,82,Alonzo Mourning,C,240,0.1,0.247,0,0.529,0.527,6.1,11.6,0.692,4.8,7,838,17.1,0.2,0.261,0.1,0.57,9,0.566,5.1,0.754,8.5,6.4,120,16.7,0.059517045,0.1054,0.170431894,0.070533333,0.068333333,0.0247,0.498915606
2878,2014,2018,13-Nov-92,"University of California, Los Angeles",78,Shabazz Muhammad,F-G,223,1.4,0.318,0.4,0.504,0.473,3.4,7.1,0.748,1.8,2.4,277,9,3.3,0.377,1.3,0.49,14.3,0.443,6.3,0.711,5.6,4,32,17.9,0.019673295,0.0946,0.089700997,0.0672,0.069955157,0.0318,0.372929449
2885,2016,2018,1-Jun-92,University of Rhode Island,74,Xavier Munford,G,180,1.3,0.36,0.5,0.452,0.398,1.7,4.2,0.5,0.4,0.8,20,4.2,6.4,0.335,2.1,0.47,14.5,0.398,5.8,0.71,4.9,3.5,61,17.1,0.001420455,0.0796,0.041860465,0.060266667,0.082222222,0.036,0.301369809
2888,1992,2000,14-Jun-68,Providence College,73,Eric Murdock,G,190,1.7,0.343,0.6,0.473,0.438,3.7,8.5,0.786,2.1,2.6,508,10.1,4.1,0.354,1.4,0.49,13.5,0.435,5.9,0.784,5.2,4.1,117,17.3,0.036079545,0.0876,0.100664452,0.063066667,0.076842105,0.0343,0.398552769
2893,2014,2014,26-Oct-90,University of Florida,82,Erik Murphy,F,230,0.1,0,0,0.231,0.231,0.1,0.5,,0,0,24,0.3,2.4,0.435,1.1,0.61,5.7,0.514,2.9,0.757,1.1,0.8,136,7.7,0.001704545,0.0462,0.002990033,0.0308,0.071304348,0,0.152998927
2896,2013,2013,6-Mar-90,Tennessee Technological University,77,Kevin Murphy,G,185,0.3,0.2,0.1,0.268,0.25,0.4,1.6,,0,0,17,0.9,4,0.372,1.5,0.5,12.5,0.443,5.5,0.734,4.4,3.3,128,15.8,0.001207386,0.05,0.0089701,0.035733333,0.083243243,0.02,0.199154063
2897,1988,1988,29-Jul-64,Jacksonville University,77,Ronnie Murphy,F,225,0.2,0.25,0.1,0.296,0.286,0.8,2.7,0.636,0.4,0.6,18,2,4.8,0.476,2.3,0.53,14.9,0.453,6.8,0.74,3.9,2.9,114,17,0.001278409,0.0572,0.019933555,0.039466667,0.068444444,0.025,0.211323075
2898,1988,1994,24-Dec-63,"University of California, Irvine",81,Tod Murphy,C-F,220,0.3,0.29,0.1,0.464,0.454,2.1,4.6,0.679,1.3,1.8,191,5.5,0.1,0.5,0,0.56,9.9,0.556,5.5,0.781,5.3,4.2,117,15.2,0.013565341,0.0908,0.054817276,0.061866667,0.073636364,0.029,0.323685647
2899,2002,2013,2-May-80,University of Notre Dame,83,Troy Murphy,F-C,245,2.2,0.388,0.8,0.493,0.445,3.9,8.8,0.785,2.1,2.7,729,10.8,2,0.335,0.7,0.52,14.6,0.496,7.2,0.777,8,6.2,94,21.4,0.051775568,0.089,0.107641196,0.065733333,0.067755102,0.0388,0.4207052
2900,2017,2018,19-Sep-96,University of Washington,77,Dejounte Murray,G,170,0.5,0.316,0.2,0.457,0.444,2.7,6.1,0.699,1,1.5,117,6.6,3.5,0.288,1,0.45,14.3,0.416,5.9,0.663,4.9,3.2,34,16.1,0.008309659,0.0888,0.065780731,0.060933333,0.090588235,0.0316,0.346011959
